Entity Type,ID,Name/Details,Additional Info
role,ftr03650,Indolepyruvate oxidoreductase subunit IorA-like (EC 1.2.7.8),ModelSEED
role,ftr03651,Uridine kinase (EC 2.7.1.48) [C1],ModelSEED
role,ftr00635,NADH oxidoreductase hcr (EC 1.-.-.-),ModelSEED
role,ftr03597,"Lactate-responsive regulator LldR in Firmicutes, GntR family",ModelSEED
role,ftr00634,Hydroxylamine reductase (EC 1.7.-.-),ModelSEED
role,ftr03656,Hypothetical protein possible functionally linked with Alanyl-tRNA synthetase,ModelSEED
role,ftr08391,Benzoate-CoA ligase (EC 6.2.1.25),ModelSEED
role,ftr08871,Hypothetical protein (associated with DNA helicase - Rad25 homolog),ModelSEED
role,ftr15549,FIG00638308: hypothetical protein,ModelSEED
role,ftr15548,FIG00638802: hypothetical protein,ModelSEED
role,ftr15019,putative FNR site at aspA gene,ModelSEED
role,ftr12049,FIG001674: hypothetical protein,ModelSEED
role,ftr15017,putative FNR site at dcuB gene,ModelSEED
role,ftr12041,FIG017670: hypothetical protein,ModelSEED
role,ftr13310,Phage baseplate hub subunit (T4-like gp27),ModelSEED
role,ftr13311,Phage baseplate hub subunit (T4-like gp29) / determinant of tail length (T4-like gp29),ModelSEED
role,ftr13312,Phage baseplate distal hub subunit (T4-like gp28),ModelSEED
role,ftr13315,Phage baseplate-tail tube initiator (T4-like gp54),ModelSEED
role,ftr13317,Phage baseplate hub assembly chaperone (T4-like gp51),ModelSEED
role,ftr11864,Ortholog of S. aureus MRSA252 (BX571856) SAR1694,ModelSEED
role,ftr07108,Spore germination protein GerHB/GerIB,ModelSEED
role,ftr07109,Spore germination protein GerHC/GerIC,ModelSEED
role,ftr07104,Spore germination protein GerYA,ModelSEED
role,ftr07105,Spore germination protein GerYB,ModelSEED
role,ftr07106,Spore germination protein GerYC,ModelSEED
role,ftr07107,Spore germination protein GerHA/GerIA,ModelSEED
role,ftr07100,Spore germination protein GerSC,ModelSEED
role,ftr07101,Spore germination protein GerKA,ModelSEED
role,ftr07102,Spore germination protein GerKB,ModelSEED
role,ftr07103,Spore germination protein GerKC,ModelSEED
role,ftr04717,Dihydrodipicolinate synthase (EC 4.2.1.52),ModelSEED
role,ftr03841,Acetyl-coenzyme A carboxyl transferase of ACAC1 (EC 6.4.1.2),ModelSEED
role,ftr03840,Biotin carboxylase of ACAC1 (EC 6.3.4.14),ModelSEED
role,ftr03843,Enoyl-[acyl-carrier-protein] reductase of FASI (EC 1.3.1.9),ModelSEED
role,ftr16168,Putative phosphotransferase enzyme,ModelSEED
role,ftr16164,InsA protein (Fragment),ModelSEED
role,ftr16167,Putative nucleoside triphosphatase,ModelSEED
role,ftr16160,FIG00639643: hypothetical protein,ModelSEED
role,ftr16161,FIG00640718: hypothetical protein,ModelSEED
role,ftr15341,FIG00639301: hypothetical protein,ModelSEED
role,ftr05513,Capsular polysaccharide synthesis enzyme Cap8J,ModelSEED
role,ftr15268,CRP protected fragment 2 at araJ gene,ModelSEED
role,ftr05512,Capsular polysaccharide synthesis enzyme Cap8I,ModelSEED
role,ftr15351,FIG00638902: hypothetical protein,ModelSEED
role,ftr16071,FIG00638378: hypothetical protein,ModelSEED
role,ftr14834,promoter at glpABC,ModelSEED
role,ftr14835,CRP protected region 2 at nagE/nagBCAD locus,ModelSEED
role,ftr14836,promoter dmsABC,ModelSEED
role,ftr14837,promoter at fnr,ModelSEED
role,ftr14830,promoter 2 at focA-pfl,ModelSEED
role,ftr14831,promoter region at torCAD,ModelSEED
role,ftr14832,TorR protected fragment upstream of torCAD,ModelSEED
role,ftr14833,promoter region at nrfA,ModelSEED
role,ftr14838,putative Fnr binding site at frdABCD,ModelSEED
role,ftr14839,putative Fnr binding site at glpABC,ModelSEED
role,ftr01999,6-Methyl salicylic acid synthase,ModelSEED
role,ftr01628,Spore photoproduct lyase (EC 4.1.99.-),ModelSEED
role,ftr01626,"Transcriptional regulator, FUR family",ModelSEED
role,ftr01624,Thiazole biosynthesis protein ThiH,ModelSEED
role,ftr01623,Molybdenum cofactor biosynthesis protein A,ModelSEED
role,ftr01621,Lipoate synthase,ModelSEED
role,ftr00570,Flagellar P-ring protein flgI,ModelSEED
role,ftr00571,Flagellar protein flgJ [peptidoglycan hydrolase] (EC 3.2.1.-),ModelSEED
role,ftr00572,Flagellar hook-associated protein flgK,ModelSEED
role,ftr00573,Flagellar hook-associated protein flgL,ModelSEED
role,ftr00574,Flagellar biosynthesis protein flgN,ModelSEED
role,ftr00576,Flagellar hook-basal body complex protein fliE,ModelSEED
role,ftr00577,Flagellar M-ring protein fliF,ModelSEED
role,ftr08741,Kappa-fimbriae regulatory protein,ModelSEED
role,ftr08740,Kappa-fimbriae probable subunit,ModelSEED
role,ftr02719,Sensory histidine kinase CreB,ModelSEED
role,ftr02716,"Transcriptional regulatory protein CitB, DpiA",ModelSEED
role,ftr02714,Transcriptional regulatory protein basR/pmrA,ModelSEED
role,ftr02715,"Sensor kinase CitA, DpiB (EC 2.7.3.-)",ModelSEED
role,ftr02713,Sensor protein basS/pmrB (EC 2.7.3.-),ModelSEED
role,ftr01195,"Ferric siderophore transport system, periplasmic binding protein TonB",ModelSEED
role,ftr01197,"Similar to coproporphyrinogen III oxidase, oxygen-independent (EC 1.3.99.22)",ModelSEED
role,ftr01196,"TonB-dependent hemin , ferrichrome receptor",ModelSEED
role,ftr00715,Formate efflux transporter (TC 2.A.44 family),ModelSEED
role,ftr00716,"hydrogenase, group 4, HycG subunit, putative",ModelSEED
role,ftr00717,"hydrogenase, group 4, HycE subunit, putative",ModelSEED
role,ftr16272,FIG00639717: hypothetical protein,ModelSEED
role,ftr00718,"hydrogenase, HycC subunit, putative",ModelSEED
role,ftr05542,Vi polysaccharide export inner-membrane protein vexD,ModelSEED
role,ftr05543,Vi polysaccharide export protein vexE,ModelSEED
role,ftr05292,Alpha-xylosidase (EC 3.2.1.-),ModelSEED
role,ftr05293,"Xylose-regulated ABC transporter, permease component 1",ModelSEED
role,ftr05290,Beta-xylosidase (EC 3.2.1.37),ModelSEED
role,ftr05291,Acetyl xylan esterase (EC 3.1.1.41),ModelSEED
role,ftr05297,"Xylose-regulated ABC transporter, substrate-binding component",ModelSEED
role,ftr16573,terminator at the leader of bgl operon,ModelSEED
role,ftr05540,Vi polysaccharide export inner-membrane protein vexB,ModelSEED
role,ftr09361,Cyanophycin synthase II,ModelSEED
role,ftr10038,Exopolysaccharide II synthesis transcriptional activator expG,ModelSEED
role,ftr10782,Alkaline phosphatase isozyme conversion protein precursor (EC 3.4.11.-),ModelSEED
role,ftr10783,BH2577 unknown conserved protein in B. subtilis,ModelSEED
role,ftr05541,Vi polysaccharide export ATP-binding protein vexC,ModelSEED
role,ftr11251,Threonine kinase in B12 biosynthesis,ModelSEED
role,ftr11255,Formate hydrogenlyase complex 3 iron-sulfur protein,ModelSEED
role,ftr11254,"Ni,Fe-hydrogenase III medium subunit",ModelSEED
role,ftr07923,putative glycerate kinase,ModelSEED
role,ftr07920,hydroxypyruvate reductase,ModelSEED
role,ftr07921,"putative isobutyryl-CoA mutase, chain B",ModelSEED
role,ftr07927,Citrate synthase (EC 2.3.3.1),ModelSEED
role,ftr07925,Formyltetrahydrofolate synthetase (EC 6.3.4.3),ModelSEED
role,ftr10257,"Fructose-1,6-bisphosphatase, type V, archaeal (EC 3.1.3.11)",ModelSEED
role,ftr10251,"Ribose ABC transporter, periplasmic ribose-binding protein rbsB (TC 3.A.1.2.1)",ModelSEED
role,ftr10258,NAD(P)-dependent glyceraldehyde 3-phosphate dehydrogenase archaeal (EC 1.2.1.59),ModelSEED
role,ftr10259,HipA protein,ModelSEED
role,ftr11076,"Extracellular Protein Factor, epf",ModelSEED
role,ftr11075,RofA-like transcriptional regulator RALP3,ModelSEED
role,ftr14554,NAD(P)H-flavin reductase (EC 1.5.1.29) (EC 1.16.1.3),ModelSEED
role,ftr11072,ABC transporter ATP-binding protein uup,ModelSEED
role,ftr05872,Methyl coenzyme M reductase I alpha subunit (EC 2.8.4.1),ModelSEED
role,ftr04475,probable Mg2+ transport protein,ModelSEED
role,ftr04477,Zinc uptake regulation protein ZUR,ModelSEED
role,ftr04476,probable phytoene dehydrogenase Rieske iron-sulfur component,ModelSEED
role,ftr04473,iron-regulated outer membrane protein FrpB,ModelSEED
role,ftr12784,Hemolysin II,ModelSEED
role,ftr12786,Cytotoxin K,ModelSEED
role,ftr12783,HlyIIR binding site,ModelSEED
role,ftr11788,Transcriptional regulatory protein qseB,ModelSEED
role,ftr11781,Putative iron compound-binding protein of ABC transporter family,ModelSEED
role,ftr11783,"Transcriptional regulator, Cro/CI family",ModelSEED
role,ftr11782,Putative iron compound permease protein of ABC transporter family,ModelSEED
role,ftr11785,putative peptide transport system secreted peptide-binding protein,ModelSEED
role,ftr11784,probable lipoprotein,ModelSEED
role,ftr11787,putative permease of ferrichrome ABC transporter,ModelSEED
role,ftr12528,Extracellular Matrix protein PslF,ModelSEED
role,ftr12529,Extracellular Matrix protein PslG,ModelSEED
role,ftr09468,Flagellar hook subunit protein,ModelSEED
role,ftr12253,Conjugative transposon protein TraP,ModelSEED
role,ftr13782,Polymyxin synthetase PmxB,ModelSEED
role,ftr03433,RelF inactive antibacterial toxin protein,ModelSEED
role,ftr05626,DNA repair protein recO,ModelSEED
role,ftr03439,_Toximoron (Superantigen),ModelSEED
role,ftr07737,"2,5-diketo-D-gluconate reductase A (EC 1.1.1.274)",ModelSEED
role,ftr13623,T4-like phage YadA domain structural protein,ModelSEED
role,ftr07738,"2,5-diketo-D-gluconic acid reductase B (EC 1.1.1.274)",ModelSEED
role,ftr12660,"Protein involved in catabolism of external DNA, possilbe methyltransferase activity",ModelSEED
role,ftr09320,"Phenylacetic acid degradation protein PaaN, ring-opening aldehyde dehydrogenase (EC 1.2.1.3)",ModelSEED
role,ftr16278,Probable secreted protein,ModelSEED
role,ftr15507,"putative oxidoreductase, Fe-S subunit",ModelSEED
role,ftr13128,"Dinucleotide-utilizing enzyme, Rv2032/acg (acr-coregulated gene)",ModelSEED
role,ftr13122,ESX-1 secreted protein regulator EspR,ModelSEED
role,ftr13121,ESX-1 secretion system protein (Rv3616c),ModelSEED
role,ftr13120,Highly immunodominant RD1 (Region of Difference 1)-dependent secreted antigen specific for Mycobacterium tuberculosis infection,ModelSEED
role,ftr13125,FIG108202: hypothetical protein,ModelSEED
role,ftr16273,Protein ybgE,ModelSEED
role,ftr15949,16S rRNA (cytosine(967)-C(5))-methyltransferase (EC 2.1.1.176) ## SSU rRNA m5C967,ModelSEED
role,ftr02528,amino acid permease family protein,ModelSEED
role,ftr16571,tRNA-OTHER,ModelSEED
role,ftr16570,Lysine riboswitch,ModelSEED
role,ftr16576,cytochrome bd-I oxidase subunit II,ModelSEED
role,ftr16575,cytochrome bd-I oxidase subunit I,ModelSEED
role,ftr02526,putative periplasmic binding transport protein,ModelSEED
role,ftr06062,Uncharacterized protein ImpA,ModelSEED
role,ftr06063,Uncharacterized protein ImpB,ModelSEED
role,ftr06064,Uncharacterized protein ImpC,ModelSEED
role,ftr06065,Uncharacterized protein ImpD,ModelSEED
role,ftr06066,Protein of avirulence locus ImpE,ModelSEED
role,ftr06067,Uncharacterized protein ImpF,ModelSEED
role,ftr13295,DNA/RNA helicase in PFGI-1-like cluster,ModelSEED
role,ftr00969,tRNA(Ile)-lysidine synthetase,ModelSEED
role,ftr00968,tRNA-specific adenosine-34 deaminase (EC 3.5.4.-),ModelSEED
role,ftr00965,5-methylaminomethyl-2-thiouridine-forming enzyme mnmC,ModelSEED
role,ftr00963,"Putative sulfite reductase, gamma subunit (EC 1.8.99.3)",ModelSEED
role,ftr00962,tRNA 5-methylaminomethyl-2-thiouridine synthase TusA,ModelSEED
role,ftr00961,tRNA (cytosine34-2'-O-)-methyltransferase (EC 2.1.1.-),ModelSEED
role,ftr00960,Ribosomal large subunit pseudouridine synthase A (EC 4.2.1.70),ModelSEED
role,ftr16317,Molybdopterin biosynthesis molybdochelatase MogA,ModelSEED
role,ftr07150,MglB,ModelSEED
role,ftr16312,Putative LysR-like transcriptional regulator,ModelSEED
role,ftr16311,Probable transport protein,ModelSEED
role,ftr16310,Hypothetical MFS-type transporter protein ycaD,ModelSEED
role,ftr16319,FIG00637875: hypothetical protein,ModelSEED
role,ftr01384,"Pyruvate oxidase [ubiquinone, cytochrome] (EC 1.2.2.2)",ModelSEED
role,ftr01388,"Acylphosphate phosphohydrolase (EC 3.6.1.7), putative",ModelSEED
role,ftr15506,FIG00637966: hypothetical protein,ModelSEED
role,ftr13299,Phage baseplate protein,ModelSEED
role,ftr15144,exuT locus,ModelSEED
role,ftr09329,Phenylacetate degradation enoyl-CoA hydratase PaaB (EC 4.2.1.17),ModelSEED
role,ftr08554,DNA reverse gyrase (EC 5.99.1.-),ModelSEED
role,ftr04392,Syndecan-1 precursor,ModelSEED
role,ftr04393,Phenazine biosynthesis protein PhzF,ModelSEED
role,ftr00031,P32 subunit of splicing factor SF2,ModelSEED
role,ftr00030,"cAMP-specific 3',5'-cyclic phosphodiesterase 4A (EC 3.1.4.17)",ModelSEED
role,ftr00033,Nuclear pore complex protein Nup88,ModelSEED
role,ftr00032,"Complement component 1, Q subcomponent binding protein, mitochondrial precursor",ModelSEED
role,ftr00035,RAP interaction protein alpha,ModelSEED
role,ftr00039,"D-allulose-6-phosphate 3-epimerase (EC 5.1.3.-), row_id 846",ModelSEED
role,ftr00038,"D-allulose-6-phosphate 3-epimerase (EC 5.1.3.-), row_id 1016",ModelSEED
role,ftr13072,Molybdopterin-guanine dinucleotide biosynthesis protein MobA,ModelSEED
role,ftr14780,putative CRP binding site 2 at caiF,ModelSEED
role,ftr14781,transcribed region of btuB gene inv. in regulation,ModelSEED
role,ftr14786,putative NarL binding site1 at cydD,ModelSEED
role,ftr14784,promoter at cydD,ModelSEED
role,ftr14785,putative Fnr binding site at cydD,ModelSEED
role,ftr14498,Transposase KP1_0766,ModelSEED
role,ftr14499,Transposase KPN_00447,ModelSEED
role,ftr15367,Conidiation-specific protein 10,ModelSEED
role,ftr15366,Protein YciF,ModelSEED
role,ftr15546,FIG00637895: hypothetical protein,ModelSEED
role,ftr15364,FIG002901: hypothetical protein co-occurring with Cardiolipin synthetase,ModelSEED
role,ftr08166,anti-sigma F factor antagonist (spoIIAA-2),ModelSEED
role,ftr03605,"putative Cytochrome bd2, subunit II",ModelSEED
role,ftr03604,"putative Cytochrome bd2, subunit I",ModelSEED
role,ftr03601,"Lactate-responsive regulator LldR in Betaproteobacteria, LysR family",ModelSEED
role,ftr05469,tRNA-dihydrouridine synthase 3 (EC 1.-.-.-) modifies uridine residues at position 47 of cytoplasmic tRNAs,ModelSEED
role,ftr05468,tRNA Um(44) 2'-O-methyltransferase (Trm44),ModelSEED
role,ftr05467,tRNA specific adenosine-37 deaminase (EC 3.5.4.-) Tad1p,ModelSEED
role,ftr05466,Ncs2p involved in thiolation of mcm5Us4 in tRNA,ModelSEED
role,ftr05461,tRNA specific adenosine-34 deaminase subunit Tad3p,ModelSEED
role,ftr05460,tRNA specific adenosine-34 deaminase subunit Tad2p,ModelSEED
role,ftr05462,tRNA (cm5uracil34-C5-)-methyltranferase (EC 2.1.1.-),ModelSEED
role,ftr15788,"Putative oligoketide cyclase/lipid transport protein, similarity with yeast ubiquinone-binding protein YOL008W",ModelSEED
role,ftr15785,FIG00638228: hypothetical protein,ModelSEED
role,ftr15784,phe leader peptide,ModelSEED
role,ftr12114,"rRNA small subunit methyltransferase, glucose inhibited division protein GidB",ModelSEED
role,ftr15781,Thioredoxin 2 (EC 1.8.1.8),ModelSEED
role,ftr15780,tRNA (adenine37-N(6))-methyltransferase TrmN6 (EC 2.1.1.223),ModelSEED
role,ftr15783,FIG00641505: hypothetical protein,ModelSEED
role,ftr15782,FIG00637884: hypothetical protein,ModelSEED
role,ftr16133,Entericidin B precursor,ModelSEED
role,ftr16132,"Lysyl-lysine 2,3-aminomutase",ModelSEED
role,ftr15885,probable membrane protein b0302,ModelSEED
role,ftr12409,"Uracil-DNA glycosylase, family 1",ModelSEED
role,ftr11445,Clavaminate synthase-like protein At3g21360 (EC 1.-.-.-),ModelSEED
role,ftr11443,"Glutaredoxin family protein, specific to plants",ModelSEED
role,ftr15692,FIG00638298: hypothetical protein,ModelSEED
role,ftr12067,Hypothetical protein YqcC (clustered with tRNA pseudouridine synthase C),ModelSEED
role,ftr12066,hypothetical protein Rv3805c,ModelSEED
role,ftr04805,Ribosomal RNA large subunit methyltransferase J (EC 2.1.1.-),ModelSEED
role,ftr04802,Predicted RNA methylase COG2263,ModelSEED
role,ftr13334,Phage head-to-tail joining protein,ModelSEED
role,ftr13335,Capsid scaffolding protein,ModelSEED
role,ftr13332,Phage capsid assembly,ModelSEED
role,ftr13330,Phage capsid vertex,ModelSEED
role,ftr13331,Phage capsid vertex assembly chaperone,ModelSEED
role,ftr13338,Major capsid protein,ModelSEED
role,ftr13339,Minor capsid protein,ModelSEED
role,ftr16546,MicF RNA,ModelSEED
role,ftr02950,"Light-harvesting LHII, alpha subunit E",ModelSEED
role,ftr02951,"Light-harvesting LHII, beta subunit E",ModelSEED
role,ftr02953,"Light-harvesting LHII, beta subunit F",ModelSEED
role,ftr02954,"Light-harvesting LHII, alpha subunit G",ModelSEED
role,ftr02957,O-phosphoseryl-tRNA(Cys) synthetase,ModelSEED
role,ftr12900,"Predicted arabinose ABC transporter, permease protein 2",ModelSEED
role,ftr16547,sroE RNA,ModelSEED
role,ftr03733,sodium- potassium/hydrogen antiporter subunit G,ModelSEED
role,ftr08833,Gene Transfer Agent (GTA) ORFG07,ModelSEED
role,ftr08835,Gene Transfer Agent (GTA) ORFG09,ModelSEED
role,ftr08837,Gene Transfer Agent (GTA) ORFG11,ModelSEED
role,ftr03732,sodium- potassium/hydrogen antiporter subunit B2,ModelSEED
role,ftr03731,PH adaptation potassium efflux system protein B2,ModelSEED
role,ftr16544,QUAD RNA,ModelSEED
role,ftr16143,FIG00638518: hypothetical protein,ModelSEED
role,ftr16145,FIG00637977: hypothetical protein,ModelSEED
role,ftr03737,PH adaptation potassium efflux system protein G,ModelSEED
role,ftr16149,UPF0379 protein yjfY precursor,ModelSEED
role,ftr10327,Hydroxybenzoyl-CoA reductase subunit,ModelSEED
role,ftr03736,PH adaptation potassium efflux system protein E,ModelSEED
role,ftr03735,sodium- potassium/hydrogen antiporter subunit D,ModelSEED
role,ftr07380,HrpB2 protein,ModelSEED
role,ftr03734,sodium- potassium/hydrogen antiporter subunit E,ModelSEED
role,ftr16545,RyeE RNA,ModelSEED
role,ftr07388,HrcQ protein,ModelSEED
role,ftr07378,Putative type III secretion apparatus precursor,ModelSEED
role,ftr08019,Sulfhydrogenase II subunit d,ModelSEED
role,ftr08018,Sulfhydrogenase II subunit g,ModelSEED
role,ftr16542,IS102 RNA,ModelSEED
role,ftr14818,promoter 6 at pfl,ModelSEED
role,ftr14819,promoter 7 at pfl,ModelSEED
role,ftr13949,"Wrong transcript? FMN adenylyltransferase, type 2 eukaryotic (EC 2.7.7.2)",ModelSEED
role,ftr14812,promoter 1 at pfl,ModelSEED
role,ftr14813,promoter 2 at pfl,ModelSEED
role,ftr14810,promoter at frdABCD,ModelSEED
role,ftr14811,terminator downstream of frdABCD,ModelSEED
role,ftr14816,promoter 4 at pfl,ModelSEED
role,ftr14817,promoter 5 at pfl,ModelSEED
role,ftr14814,cyanocobalamin-regulatory region of btuB gene,ModelSEED
role,ftr14815,promoter 3 at pfl,ModelSEED
role,ftr16543,Histidine operon leader,ModelSEED
role,ftr01605,Folate-dependent protein for Fe/S cluster synthesis/repair in oxidative stress,ModelSEED
